-0.2507	-0.1473	-0.2074	-0.1318	0.1876	0.0210	0.1644	0.0794	-0.0441	-0.0845	-0.1740	-0.0747	0.0102	0.0548	0.0861	0.0210	-0.0686
-1.1959	-1.0362	-1.0146	-1.0255	-0.7031	-0.7298	-0.7242	-0.7948	-0.8948	-0.9197	-0.9551	-0.8948	-0.8419	-0.7701	-0.8210	-0.9940	-0.8492
-0.6588	-0.8145	-0.6146	-0.5339	-0.4781	-0.3373	0.0061	0.0051	0.0102	-0.2638	-0.3625	-0.5375	-0.3601	-0.4399	-0.1649	-0.1664	-0.2889
-0.2057	-0.1416	-0.1374	-0.1141	0.0051	-0.0498	0.0870	0.0297	-0.0735	-0.1277	-0.2364	-0.1896	-0.0521	-0.0231	0.1122	0.0742	0.0383
-0.1531	0.1361	0.2419	0.0785	0.0210	0.0354	0.1942	0.1622	0.0828	0.0278	0.0751	0.0953	0.1551	0.1720	0.2681	0.2529	0.1501
-0.9112	-0.8280	-1.0590	-0.6979	-0.4571	-0.4232	-0.3220	-0.2581	-0.3463	-0.4426	-0.7640	-0.7640	-0.5482	-0.6362	-0.5482	-0.5899	-0.5979
-1.0362	-1.0477	-1.1221	-0.8948	-0.6405	-0.5482	-0.4178	-0.3672	-0.5482	-1.1805	-0.9551	-0.9551	-0.7760	-0.6273	-0.6588	-0.8639	-0.6780
-0.2242	-0.1740	-0.3198	0.0220	0.1494	0.1051	0.1472	0.1601	0.1051	-0.1502	-0.2140	-0.1332	0.0448	0.0061	0.0259	0.0249	-0.0698
-0.5781	-0.4426	-0.5591	-0.3555	-0.1318	-0.1755	-0.1459	-0.0475	-0.2259	-0.6542	-0.5270	-0.4629	-0.2581	-0.3995	-0.3720	-0.3486	-0.3745
-0.6021	-0.4660	-0.3351	-0.3509	-0.3051	-0.0921	-0.0845	-0.2869	-0.3509	-0.3307	-0.3351	-0.3578	-0.3440	-0.3418	-0.2829	-0.2507	-0.3578
-0.2694	-0.1075	-0.1304	-0.0340	-0.0156	-0.0453	-0.0199	-0.0318	-0.1833	-0.1802	-0.2074	-0.1960	-0.0808	-0.0533	-0.0735	-0.1976	-0.2490
-0.8419	-0.6273	-0.7948	-0.5555	-0.3156	-0.2869	-0.3770	-0.4938	-0.6979	-0.8564	-0.8210	-0.7948	-0.6731	-0.4455	-0.5167	-0.5704	-0.8564
-0.3995	-0.2990	-0.2381	-0.2294	-0.2225	-0.0946	-0.2346	-0.3198	-0.4098	-0.3868	-0.5629	-0.4874	-0.2675	-0.1695	-0.2294	-0.2140	-0.4720
-0.0510	-0.0510	-0.0521	0.1035	0.1862	0.1981	0.1849	0.1255	0.1138	0.1185	0.1761	0.2178	0.2686	0.3567	0.3884	0.4622	0.3757
-0.2694	0.1615	0.0249	-0.0971	-0.1128	0.1398	0.1909	0.0699	0.1010	-0.0051	-0.0568	-0.0698	-0.0487	0.0945	0.0611	0.1278	0.1018
-0.2381	-0.0220	-0.1168	-0.0662	-0.0093	0.1075	0.0307	-0.1101	-0.0933	-0.2507	-0.2471	-0.1695	-0.0556	0.1075	-0.0041	0.0986	-0.0820
-0.6731	-0.3969	-0.5375	-0.6103	-0.6635	-0.4399	-0.3918	-0.7760	-0.6451	-0.7464	-0.9031	-0.8639	-0.7242	-0.4483	-0.4600	-0.5035	-0.7135
-0.3532	-0.2453	-0.4151	-0.5629	-0.2191	-0.0533	-0.1088	-0.2732	-0.2969	-0.3745	-0.2619	-0.3770	-0.4286	-0.1010	-0.1786	-0.0858	-0.2311
-0.8564	-0.5002	-0.5445	-0.4370	-0.1560	-0.0340	-0.3745	-0.4571	-0.5482	-0.7582	-0.5591	-0.4426	-0.2545	-0.0698	-0.1992	-0.3418	-0.4098
-0.0808	0.0861	-0.1710	-0.0307	0.1010	0.1162	-0.0591	-0.0340	-0.1010	-0.2259	-0.2074	-0.1346	-0.0984	0.0785	-0.0487	-0.0441	-0.1976
-0.6187	-0.4843	-0.5134	-0.2909	-0.2732	-0.2600	-0.1634	-0.2771	-0.3395	-0.5445	-0.3995	-0.2752	-0.1912	-0.1360	-0.0921	-0.1445	-0.3241
-0.5339	-0.3793	-0.4542	-0.3625	-0.3072	-0.2242	-0.1101	-0.1880	-0.2381	-0.3745	-0.5035	-0.4455	-0.2771	-0.1864	-0.1075	-0.0329	-0.1880
-0.8210	-0.8948	-0.7298	-0.6187	-0.3995	-0.3509	-0.4812	-0.5482	-0.5482	-0.7352	-0.6878	-0.5375	-0.5167	-0.4720	-0.4970	-0.5305	-0.5409
-0.8419	-0.7082	-0.7640	-0.7187	-0.5409	-0.3440	-0.2157	-0.2600	-0.1710	-0.4178	-0.4571	-0.5667	-0.6187	-0.4512	-0.2713	-0.4342	-0.4629
