-0.1277	-0.1374	-0.0103	-0.1849	-0.1927	-0.2074	0.2336	0.2546	0.2245	0.2580	0.1450	0.0584	-0.0167	0.0937	0.2395	0.2752	0.3031
0.4081	0.3783	0.2489	0.2477	0.4778	0.2221	0.5113	0.4846	0.4296	0.8198	0.5036	0.4152	0.2990	0.4089	0.4734	0.4661	0.3901
-0.3072	-0.4843	-0.5035	-0.4125	-0.3697	-0.4151	0.0297	0.2631	0.2252	-0.0521	-0.1075	-0.2242	-0.2949	-0.5100	-0.2174	-0.1236	0.0288
-0.5270	-0.6451	-0.7760	-0.6021	-0.4720	-0.3177	-0.1236	-0.0072	-0.0650	-0.3263	-0.4455	-0.4907	-0.3307	-0.3307	-0.1755	-0.1236	-0.1649
-0.3532	-0.1976	-0.2790	-0.2619	0.0092	-0.1168	-0.0285	-0.0464	-0.1222	-0.0997	-0.2790	-0.2752	-0.1944	-0.1710	-0.2107	-0.1430	-0.1976
-0.3893	-0.4629	-0.5236	-0.3843	-0.4206	-0.3030	-0.1755	-0.1154	-0.0997	-0.1249	-0.2889	-0.3555	-0.3463	-0.6187	-0.2619	-0.3263	-0.2294
-0.2581	-0.2123	-0.4874	-0.5940	-0.5820	-0.4660	-0.2929	-0.0510	-0.0710	-0.0710	-0.1755	-0.3373	-0.4660	-0.4125	-0.2123	-0.2949	-0.1430
-0.1849	-0.7031	-0.6588	-0.4600	-0.2563	-0.2713	-0.2490	-0.1864	-0.2713	-0.5236	-0.5482	-0.5305	-0.5820	-0.7464	-0.4720	-0.2969	-0.2057
0.1270	0.1216	-0.1182	-0.2107	-0.0674	-0.0603	0.0259	0.1391	0.1580	0.1255	0.0307	-0.1416	-0.1236	0.0131	0.0307	0.1566	0.0802
-0.5445	-0.4046	-0.1927	-0.1992	-0.1182	0.1051	0.1748	0.1443	0.1551	0.1051	0.0383	-0.0747	0.0249	0.3444	0.2437	0.3830	0.1916
-0.7187	-0.6405	-0.5629	-0.5305	-0.3263	-0.1817	-0.0650	-0.0921	-0.1560	-0.3720	-0.4970	-0.4483	-0.3418	-0.1277	-0.1168	-0.0674	-0.2107
-1.0590	-1.0477	-0.9838	-0.9940	-0.9370	-0.7352	-0.4125	-0.2752	-0.3649	-0.6828	-0.7582	-0.9112	-0.8716	-0.8492	-0.6021	-0.5518	-0.4629
-0.7582	-0.5100	-0.6635	-0.8210	-0.9031	-0.7352	-0.4970	-0.3969	-0.4206	-0.4206	-0.5236	-0.5743	-0.8280	-0.6635	-0.6317	-0.5555	-0.5134
-0.5743	-0.5100	-0.5002	-0.5482	-0.4046	-0.2790	-0.1208	-0.0579	-0.0521	-0.1896	-0.2790	-0.3072	-0.4046	-0.3697	-0.3440	-0.1710	-0.1710
-0.9370	-0.5339	-0.6731	-0.6635	-0.4542	-0.1679	-0.0352	-0.0984	-0.1182	-0.4286	-0.5002	-0.5305	-0.4571	-0.1960	-0.0959	-0.0984	-0.1360
-0.7582	-0.8210	-1.1361	-0.9285	-0.9940	-0.7582	-0.4260	-0.3697	-0.2929	-0.6061	-0.6317	-0.7582	-0.9031	-0.8210	-0.5236	-0.3969	-0.4046
-0.3263	-0.3509	-0.4314	-0.4938	-0.4720	-0.3720	-0.1679	-0.0072	-0.0124	-0.2174	-0.4542	-0.5409	-0.6780	-0.4781	-0.3843	-0.1634	-0.1664
-0.2329	-0.0820	-0.0568	-0.1944	-0.1546	-0.0093	0.0986	0.1594	0.1929	0.2659	-0.0177	-0.0167	0.0220	-0.0062	0.1154	0.1842	0.1308
-2.0269	-2.3279	-2.1487	-1.5482	-1.1959	-0.6405	-0.3486	-0.2507	-0.5409	-1.6271	-1.1649	-1.3054	-0.9838	-0.8716	-0.6405	-0.4660	-0.3770
-0.4483	-0.5591	-0.4751	-0.4690	-0.2157	-0.0363	0.1435	0.1026	-0.0020	-0.0556	-0.1649	-0.2381	-0.2790	-0.0603	-0.0340	-0.0146	0.0307
-1.0255	-0.9551	-1.0255	-0.8564	-0.9462	-0.8280	-0.6021	-0.5002	-0.4970	-0.7082	-0.6731	-0.8210	-0.8791	-0.9112	-0.6405	-0.7640	-0.7409
0.2020	0.2239	0.2437	0.2806	0.3102	0.3634	0.4955	0.5591	0.4533	0.5225	0.4021	0.2306	0.2147	0.2477	0.3744	0.4292	0.5059
-0.4483	-0.7464	-0.9285	-0.7298	-0.6187	-0.5629	-0.4874	-0.3818	-0.3893	-0.5979	-0.5409	-0.6451	-0.6496	-0.7082	-0.6451	-0.5704	-0.5305
-0.5100	-0.7701	-1.0255	-1.0958	-1.0477	-0.8210	-0.7409	-0.6231	-0.5236	-0.6317	-0.6684	-0.6979	-0.7298	-0.6878	-0.5859	-0.6496	-0.5270
-0.3843	-0.5100	-0.6231	-0.4874	-0.3625	-0.1236	-0.0722	-0.0430	-0.1115	-0.1605	-0.4690	-0.5629	-0.4751	-0.2752	-0.2259	-0.1575	-0.3156
-0.3625	-0.2364	-0.5339	-0.5068	-0.6979	-0.6780	-0.3944	0.0429	0.0628	-0.1849	-0.2752	-0.4812	-0.6317	-0.6929	-0.4370	-0.2074	-0.0615
-0.9370	-0.6451	-0.6828	-0.7031	-0.1695	-0.2656	-0.2829	-0.0031	-0.0093	-0.2889	-0.5555	-0.4125	-0.2675	-0.2656	-0.2057	-0.1546	-0.2471
-0.2771	-0.4260	-0.5743	-0.5445	-0.3177	-0.3156	-0.2810	-0.0759	-0.2294	-0.2435	-0.3114	-0.4751	-0.4812	-0.3220	-0.2471	-0.2638	-0.2713
-0.1062	-0.0188	-0.1402	-0.0946	0.0152	0.1002	0.1383	0.2741	0.2378	0.0768	-0.0010	0.0102	-0.0638	0.1185	0.1354	0.1692	0.0708
-0.3625	-0.4314	-0.4151	-0.5035	-0.5940	-0.2675	-0.0946	-0.0498	-0.1430	-0.4260	-0.8280	-0.4542	-0.4046	-0.3843	-0.2909	-0.1976	-0.2581
-0.4571	-0.5743	-0.4690	-0.3072	-0.1236	-0.0710	0.0102	-0.0135	0.0373	-0.0275	-0.2732	-0.3555	-0.1154	0.0092	-0.0921	0.0410	-0.0908
-0.1236	-0.2732	-0.0735	-0.1590	0.0853	0.1822	0.4547	0.4775	0.3388	0.1657	0.0699	-0.0533	0.0171	0.0802	0.2425	0.3092	0.3379
0.4296	0.1856	0.2384	0.3031	0.3472	0.2870	0.5011	0.6087	0.5268	0.6064	0.4765	0.3603	0.2757	0.3430	0.5450	0.6039	0.6294
-0.5979	-0.5445	-0.5518	-0.3532	-0.2208	-0.1546	-0.0908	-0.0921	-0.0363	-0.1771	-0.4125	-0.3697	-0.2453	-0.2277	-0.1049	-0.0870	-0.1290
-0.2140	-0.1168	-0.3135	-0.1222	0.1270	0.1346	0.2184	0.3901	0.2300	0.1479	-0.0307	-0.0579	0.0503	0.1842	0.2686	0.3518	0.3057
-0.9551	-0.9031	-1.3261	-0.7409	-0.5899	-0.4426	-0.3440	-0.2107	-0.3818	-0.6731	-0.7760	-0.7082	-0.5201	-0.4812	-0.4720	-0.4426	-0.5035
-0.1154	-0.1849	-0.0242	-0.0921	-0.2364	0.0699	0.3963	0.4434	0.3901	0.2675	0.1809	0.0326	0.0010	0.1994	0.2664	0.3934	0.3481
-0.6929	-0.6021	-0.6780	-0.4399	-0.2869	-0.0627	0.1122	0.1523	0.0539	-0.2507	-0.2869	-0.3220	-0.1168	-0.1141	0.0111	0.0681	0.0457
-0.9743	-0.8948	-0.7135	-0.7298	-0.6828	-0.2545	0.0345	0.2202	-0.0297	-0.1849	-0.3578	-0.5667	-0.6103	-0.3072	-0.0674	-0.1115	-0.1430
-0.4073	-0.3745	-0.5002	-0.3720	-0.2225	-0.1141	-0.0568	-0.0430	-0.1430	-0.4660	-0.3995	-0.3241	-0.3177	-0.3114	-0.2364	-0.1115	-0.2771
-0.6496	-0.6635	-0.6828	-0.6273	-0.5859	-0.3843	-0.1075	-0.1154	-0.0093	-0.0946	-0.1896	-0.1802	-0.2453	-0.2829	-0.1263	-0.0188	0.0081
-0.1649	-0.2329	-0.1036	-0.0883	-0.0285	0.1544	0.3467	0.3679	0.3744	0.4689	0.2614	0.2970	0.0861	0.2159	0.3435	0.5669	0.4489
0.0278	-0.1960	-0.6684	-0.2752	-0.2107	-0.1318	0.1802	0.1622	0.0354	-0.1195	-0.1679	-0.4260	-0.1725	-0.1168	0.1107	0.1239	0.1177
-1.3054	-2.1487	-1.6271	-1.0830	-1.0711	-0.7082	-0.6542	-0.6273	-0.7464	-1.1500	-1.0362	-1.3261	-0.8280	-0.8280	-0.7886	-0.9031	-0.7523
-0.0072	-0.0430	0.0220	-0.0188	-0.0114	0.1594	0.2642	0.3107	0.3407	0.3761	0.2395	0.2121	0.1162	0.2000	0.2535	0.4809	0.3430
-0.4600	-0.4046	-0.6273	-0.7187	-0.5035	-0.4399	-0.3625	-0.2790	-0.2311	-0.3843	-0.4399	-0.4342	-0.4260	-0.4098	-0.4073	-0.2732	-0.3351
-1.1090	-1.1649	-0.9940	-0.9646	-0.7886	-0.4314	-0.3486	-0.3770	-0.1912	-0.6146	-0.6362	-0.8210	-0.5201	-0.4542	-0.4455	-0.4286	-0.4098
-0.5859	-0.5409	-0.8791	-0.6103	-0.6451	-0.4286	-0.2889	-0.3198	-0.3395	-0.6231	-0.6929	-0.9370	-0.5859	-0.5899	-0.4812	-0.4874	-0.4046
-0.4206	-0.3093	-0.5591	-0.5339	-0.5068	-0.4125	-0.1725	-0.0662	-0.0883	-0.0808	-0.2752	-0.4907	-0.5781	-0.4483	-0.2810	-0.1771	-0.1620
-0.4600	-0.4151	-0.2990	-0.3072	-0.1182	0.1516	0.3201	0.3626	0.1955	-0.0735	-0.1249	-0.0971	0.0503	0.1346	0.2741	0.4806	0.3250
-0.2259	-0.5339	-0.8013	-0.9462	-0.8492	-0.7523	-0.7187	-0.6405	-0.8210	-1.2660	-1.1090	-0.9838	-1.0477	-1.0255	-0.9285	-0.5375	-0.6542
-0.3395	-0.2713	-0.3263	-0.2829	-0.0177	-0.0093	0.0646	0.1122	-0.0167	-0.1249	-0.1590	-0.1944	-0.2242	-0.1459	-0.0895	-0.0231	-0.0318
-0.6635	-0.4286	-0.5409	-0.4660	-0.2140	-0.0858	0.0620	0.1162	-0.0020	-0.2545	-0.3601	-0.4483	-0.2889	-0.2008	-0.0650	-0.0833	-0.0650
-0.6273	-1.3487	-1.0146	-0.8639	-0.8419	-0.7352	-0.5270	-0.4812	-0.7298	-0.8871	-0.9743	-1.4815	-1.0958	-0.9031	-0.6362	-0.6103	-0.6405
-0.0498	0.0269	0.0457	0.1761	0.3634	0.3206	0.1720	0.0828	-0.0135	-0.1036	-0.0051	0.0637	0.1544	0.2933	0.3355	0.3554	0.3365
